date,sell_quantity,sell_value,buy_quantity,buy_value,daily_balance,inventory,avg_temperature,precipitation,incc,fuel_price,is_holiday,no_sales,price_margin,rolling_mean_sell_value,rolling_mean_buy_value,rolling_std_sell_value,sell_quantity_lag_1,sell_quantity_lag_7,inventory_lag_1,avg_inventory_rolling,inventory_turnover,avg_sell_quantity_last_7d,sell_value_pct_change,buy_value_pct_change,is_moderate_rain,is_heavy_rain,precip_bin,temperature_bin,month,is_weekend,quarter,days_until_holiday,fuel_price_lag_30,fuel_price_lag_60,rolling_mean_fuel_price,fuel_price_pct_change,fuel_price_vs_buy_value,incc_lag_month,incc_lag_2_month,incc_monthly_change,sell_value_pct_vs_incc,sell_quantity_log,temperature_bin_encoded,preciptation_bin_encoded
2024-01-11,147.0,35.12,240.0,28.43,93,478,24.6,17.6,0.0027,6.05,0,0,1.2353148083010903,35.11000000000001,28.43,0.18520259177453854,142.0,0.0,385.0,466.14285714285717,0.3818181808264463,79.85714285714286,0.00572737686139746,0.0,0,1,heavy,optimal,1,False,1,78.0,,,6.05,0.0,0.0,,,,0.0030273768613974595,4.997212273764115,1,3
2024-01-12,164.0,32.63,0.0,28.43,-164,314,25.0,10.1,0.0027,6.05,0,0,1.147731269785438,34.223333333333336,28.43,1.3834859353579734,147.0,55.0,478.0,439.2857142857143,0.3430962335918489,95.42857142857143,-0.070899772209567,0.0,0,1,heavy,optimal,1,False,1,77.0,,,6.05,0.0,0.0,,,,-0.073599772209567,5.10594547390058,1,3
2024-01-13,12.0,34.2,0.0,28.43,-12,302,23.4,21.4,0.0027,6.05,0,0,1.2029546253957089,33.983333333333334,28.43,1.2590604962960767,164.0,2.0,314.0,411.0,0.03821656038784535,96.85714285714286,0.04811523138216356,0.0,0,1,heavy,optimal,1,True,1,76.0,,,6.05,0.0,0.0,,,,0.04541523138216356,2.5649493574615367,1,3
2024-01-14,0.0,,0.0,28.43,0,302,25.5,0.3,0.0027,6.03,0,1,,33.415000000000006,28.43,,12.0,0.0,302.0,382.7142857142857,0.0,96.85714285714286,0.0,0.0,0,0,light,high,1,True,1,75.0,,,6.043333333333333,-0.0033057851239668423,-0.0033057851239668423,,,,-0.0027,0.0,2,1
2024-01-15,60.0,33.45,280.0,28.97,220,522,25.0,0.7,0.0027,6.03,0,0,1.1546427338626166,33.825,28.61,,0.0,129.0,302.0,404.2857142857143,0.19867549603087584,87.0,-0.021929824561403466,0.018994020400984857,0,0,light,optimal,1,False,1,74.0,,,6.036666666666666,0.0,-0.018994020400984857,,,,-0.024629824561403467,4.110873864173311,1,1
2024-01-16,484.0,35.49,200.0,28.47,-284,238,27.0,0.4,0.0027,6.03,0,0,1.2465753424657535,34.470000000000006,28.623333333333335,,60.0,84.0,522.0,363.0,0.9272030633578485,144.14285714285714,0.06098654708520179,-0.017259233690024134,0,0,light,high,1,False,1,73.0,,,6.03,0.0,0.017259233690024134,,,,0.05828654708520179,6.184148890937483,2,1
2024-01-17,149.0,28.43,280.0,28.97,131,369,27.9,0.5,0.0027,6.03,0,0,0.9813600276147739,32.45666666666667,28.80333333333333,3.6333088684191557,484.0,142.0,238.0,360.7142857142857,0.6260504175376033,145.14285714285714,-0.19892927585235287,0.017562346329469625,0,0,light,high,1,False,1,72.0,,,6.03,0.0,-0.017562346329469625,,,,-0.20162927585235288,5.0106352940962555,2,1
2024-01-18,95.0,35.56,0.0,28.97,-95,274,26.5,0.7,0.0027,6.03,0,0,1.2274767000345186,33.160000000000004,28.80333333333333,4.096449682346895,149.0,147.0,369.0,331.57142857142856,0.2574525738280418,137.71428571428572,0.25079141751670786,0.0,0,0,light,high,1,False,1,71.0,,,6.03,0.0,0.0,,,,0.24809141751670785,4.564348191467836,2,1
2024-01-19,208.0,32.45,280.0,28.97,72,346,24.8,13.9,0.0027,6.03,0,0,1.1201242664825684,32.14666666666667,28.97,3.574665485515152,95.0,164.0,274.0,336.14285714285717,0.759124084820715,144.0,-0.08745781777277839,0.0,0,1,heavy,optimal,1,False,1,70.0,,,6.03,0.0,0.0,,,,-0.09015781777277838,5.342334251964811,1,3
2024-01-20,75.0,38.72,0.0,28.97,-75,271,23.2,8.1,0.0027,6.03,0,0,1.3365550569554712,35.576666666666675,28.97,3.1350332268308416,208.0,12.0,346.0,331.7142857142857,0.21676300515386415,153.0,0.1932203389830507,0.0,1,0,moderate,optimal,1,True,1,69.0,,,6.03,0.0,0.0,,,,0.19052033898305068,4.330733340286331,1,2
2024-01-21,0.0,,0.0,28.97,0,271,24.9,10.0,0.0027,5.98,0,1,,35.58500000000001,28.97,,75.0,0.0,271.0,327.2857142857143,0.0,153.0,0.0,0.0,0,1,moderate,optimal,1,True,1,68.0,,,6.013333333333333,-0.008291873963515717,-0.008291873963515717,,,,-0.0027,0.0,1,2
2024-01-22,195.0,35.06,120.0,28.47,-75,196,24.0,0.0,0.0027,5.98,0,0,1.2314717246224096,36.89,28.80333333333333,,0.0,60.0,271.0,280.7142857142857,0.7195571929167631,172.28571428571428,-0.09452479338842967,-0.017259233690024134,0,0,no rain,optimal,1,False,1,67.0,,,5.996666666666667,0.0,0.017259233690024134,,,,-0.09722479338842967,5.278114659230517,1,0
2024-01-23,149.0,35.42,240.0,28.43,91,287,20.1,23.9,0.0027,5.98,0,0,1.245867041857193,35.24000000000001,28.623333333333335,,195.0,484.0,196.0,287.7142857142857,0.7602040777540608,124.42857142857143,0.01026811180832854,-0.0014049877063575522,0,1,heavy,optimal,1,False,1,66.0,,,5.98,0.0,0.0014049877063575522,,,,0.007568111808328539,5.0106352940962555,1,3
2024-01-24,221.0,30.8,240.0,27.94,19,306,21.3,0.0,0.0027,5.98,0,0,1.1023622047244095,33.760000000000005,28.28,2.56974706926577,149.0,149.0,287.0,278.7142857142857,0.7700348405225267,134.71428571428572,-0.13043478260869568,-0.017235314808300983,0,0,no rain,optimal,1,False,1,65.0,,,5.98,0.0,0.017235314808300983,,,,-0.13313478260869568,5.402677381872279,1,0
2024-01-25,186.0,35.59,0.0,27.94,-186,120,20.5,0.6,0.0027,5.98,0,0,1.2738010021474588,33.936666666666675,28.103333333333335,2.71776256014637,221.0,95.0,306.0,256.7142857142857,0.6078431352684865,147.71428571428572,0.1555194805194806,0.0,0,0,light,optimal,1,False,1,64.0,,,5.98,0.0,0.0,,,,0.1528194805194806,5.231108616854587,1,1
2024-01-26,130.0,35.04,280.0,26.65,150,270,20.9,0.3,0.0027,5.98,0,0,1.3148217636022514,33.81,27.51,2.6212020143438033,186.0,208.0,120.0,245.85714285714286,1.0833333243055556,136.57142857142858,-0.015453779151447189,-0.04617036506800298,0,0,light,optimal,1,False,1,63.0,,,5.98,0.0,0.04617036506800298,,,,-0.01815377915144719,4.875197323201151,1,1
2024-01-27,45.0,33.85,0.0,26.65,-45,225,22.8,0.0,0.0027,5.98,0,0,1.2701688555347093,34.826666666666675,27.080000000000002,0.8894005471852159,130.0,75.0,270.0,239.28571428571428,0.1666666660493827,132.28571428571428,-0.03396118721461183,0.0,0,0,no rain,optimal,1,True,1,62.0,,,5.98,0.0,0.0,,,,-0.03666118721461183,3.828641396489095,1,0
2024-01-28,0.0,,0.0,26.65,0,225,24.0,1.5,0.0027,5.98,0,1,,34.44500000000001,26.65,,45.0,0.0,225.0,232.71428571428572,0.0,132.28571428571428,0.0,0.0,0,0,light,optimal,1,True,1,61.0,,,5.98,0.0,0.0,,,,-0.0027,0.0,1,1
2024-01-29,165.0,34.08,0.0,26.65,-165,60,22.9,0.1,0.0027,5.98,0,0,1.2787992495309568,33.965,26.65,,0.0,195.0,225.0,213.28571428571428,0.7333333300740741,128.0,0.006794682422451848,0.0,0,0,no rain,optimal,1,False,1,60.0,,,5.98,0.0,0.0,,,,0.0040946824224518475,5.111987788356544,1,0
2024-01-30,160.0,35.83,252.0,30.66,92,152,25.9,0.0,0.0027,5.98,0,0,1.1686236138290933,34.955000000000005,27.986666666666665,,165.0,149.0,60.0,194.0,2.5,129.57142857142858,0.051349765258215996,0.15046904315196996,0,0,no rain,high,1,False,1,59.0,,,5.98,0.0,-0.15046904315196996,,,,0.048649765258215995,5.081404364984463,2,0
2024-01-31,165.0,34.99,0.0,30.66,-165,-13,22.5,1.4,0.0027,5.98,0,0,1.1412263535551208,34.96666666666667,29.323333333333334,0.8752333022305377,160.0,221.0,152.0,148.42857142857142,1.0855263086478533,121.57142857142857,-0.02344404130616795,0.0,0,0,light,optimal,1,False,1,58.0,6.04,,5.98,0.0,0.0,0.0027,,0.0,-0.026144041306167952,5.111987788356544,1,1
2024-02-01,257.0,36.2,240.0,26.63,-17,-30,23.3,1.8,0.0013,5.98,0,0,1.3593691325572663,35.67333333333334,29.316666666666666,0.6200268811377421,165.0,186.0,-13.0,127.0,0.0,131.71428571428572,0.034581308945413,-0.13144161774298768,0,0,light,optimal,2,False,1,57.0,6.04,,5.98,0.0,0.13144161774298768,0.0027,,-0.0014000000000000002,0.033281308945413,5.552959584921617,1,1
2024-02-02,301.0,32.28,240.0,26.63,-61,-91,23.0,8.4,0.0013,5.98,0,0,1.2121667292527225,34.49000000000001,27.973333333333333,2.007261816505266,257.0,130.0,-30.0,75.42857142857143,0.0,156.14285714285714,-0.10828729281767957,0.0,1,0,moderate,optimal,2,False,1,56.0,6.04,,5.98,0.0,0.0,0.0027,,-0.0014000000000000002,-0.10958729281767957,5.71042701737487,1,2
2024-02-03,20.0,34.5,400.0,28.5,380,289,23.4,1.5,0.0013,5.98,0,0,1.2105263157894737,34.326666666666675,27.25333333333333,1.9657398946283169,301.0,45.0,-91.0,84.57142857142857,0.0,152.57142857142858,0.06877323420074344,0.0702215546376268,0,0,light,optimal,2,True,1,55.0,6.04,,5.98,0.0,-0.0702215546376268,0.0027,,-0.0014000000000000002,0.06747323420074344,3.044522437723423,1,1
2024-02-04,0.0,,0.0,28.5,0,289,23.7,8.9,0.0013,6.02,0,1,,33.390000000000015,27.876666666666665,,20.0,0.0,289.0,93.71428571428571,0.0,152.57142857142858,0.0,0.0,1,0,moderate,optimal,2,True,1,54.0,6.04,,5.993333333333333,0.006688963210702115,0.006688963210702115,0.0027,,-0.0014000000000000002,-0.0013,0.0,1,2
2024-02-05,265.0,36.11,0.0,28.5,-265,24,25.8,0.0,0.0013,6.02,0,0,1.2670175438596492,35.30500000000001,28.5,,0.0,165.0,289.0,88.57142857142857,0.9169550141281834,166.85714285714286,0.046666666666666634,0.0,0,0,no rain,high,2,False,1,53.0,6.04,,6.006666666666667,0.0,0.0,0.0027,,-0.0014000000000000002,0.04536666666666663,5.583496308781699,2,0
2024-02-06,23.0,33.17,0.0,28.5,-23,1,25.7,0.9,0.0013,6.02,0,0,1.163859649122807,34.64000000000001,28.5,,265.0,160.0,24.0,67.0,0.9583332934027794,147.28571428571428,-0.081417889781224,0.0,0,0,light,high,2,False,1,52.0,6.05,,6.02,0.0,0.0,0.0027,,-0.0014000000000000002,-0.08271788978122399,3.1780538303479458,2,1
2024-02-07,182.0,31.15,240.0,27.94,58,59,25.4,6.1,0.0013,6.02,0,0,1.114889047959914,33.47666666666667,28.313333333333333,2.4941798919350844,23.0,165.0,1.0,77.28571428571429,2.5,149.71428571428572,-0.060898402170636246,-0.01964912280701747,1,0,moderate,high,2,False,1,51.0,6.05,,6.02,0.0,0.01964912280701747,0.0027,,-0.0014000000000000002,-0.06219840217063625,5.209486152841421,2,2
2024-02-08,56.0,35.2,0.0,27.94,-56,3,25.6,0.0,0.0013,6.02,0,0,1.2598425196850394,33.17333333333334,28.126666666666665,2.0250020576121144,182.0,257.0,59.0,82.0,0.9491525262855505,121.0,0.130016051364366,0.0,0,0,no rain,high,2,False,1,50.0,6.05,,6.02,0.0,0.0,0.0027,,-0.0014000000000000002,0.128716051364366,4.04305126783455,2,0
2024-02-09,138.0,34.5,385.0,28.22,247,250,27.4,0.0,0.0013,6.02,0,0,1.222537207654146,33.616666666666674,28.03333333333333,2.164678575062199,56.0,301.0,3.0,130.71428571428572,2.5,97.71428571428571,-0.019886363636363757,0.010021474588403745,0,0,no rain,high,2,False,1,49.0,6.05,,6.02,0.0,-0.010021474588403745,0.0027,,-0.0014000000000000002,-0.021186363636363757,4.9344739331306915,2,0
2024-02-10,0.0,,0.0,28.22,0,250,28.0,0.0,0.0013,6.02,0,1,,34.85000000000001,28.126666666666665,,138.0,20.0,250.0,125.14285714285714,0.0,94.85714285714286,0.0,0.0,0,0,no rain,high,2,True,1,48.0,6.05,,6.02,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,2,0
2024-02-11,0.0,,0.0,28.22,0,250,27.6,0.0,0.0013,6.0,0,1,,34.5,28.22,,0.0,0.0,250.0,119.57142857142857,0.0,94.85714285714286,0.0,0.0,0,0,no rain,high,2,True,1,47.0,6.05,,6.013333333333333,-0.0033222591362125353,-0.0033222591362125353,0.0027,,-0.0014000000000000002,-0.0013,0.0,2,0
2024-02-12,57.0,36.3,54.0,28.5,-3,247,27.2,0.5,0.0013,6.0,0,0,1.2736842105263158,36.3,28.313333333333333,,0.0,265.0,250.0,151.42857142857142,0.227999999088,65.14285714285714,0.05217391304347818,0.009922041105598911,0,0,light,high,2,False,1,46.0,6.05,,6.006666666666667,0.0,-0.009922041105598911,0.0027,,-0.0014000000000000002,0.05087391304347818,4.060443010546419,2,1
2024-02-13,0.0,,0.0,28.5,0,247,27.4,0.4,0.0013,6.0,0,1,,36.3,28.406666666666666,,57.0,23.0,247.0,186.57142857142858,0.0,61.857142857142854,0.0,0.0,0,0,light,high,2,False,1,45.0,6.03,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,2,1
2024-02-14,118.0,35.27,280.0,28.44,162,409,23.0,20.1,0.0013,6.0,0,0,1.240154711673699,35.78500000000001,28.48,,0.0,182.0,247.0,236.57142857142858,0.47773279158812637,52.714285714285715,-0.02837465564738273,-0.002105263157894721,0,1,heavy,optimal,2,False,1,44.0,6.03,,6.0,0.0,0.002105263157894721,0.0027,,-0.0014000000000000002,-0.02967465564738273,4.77912349311153,1,3
2024-02-15,126.0,37.92,0.0,28.44,-126,283,22.2,18.0,0.0013,6.0,0,0,1.3333333333333333,36.59500000000001,28.459999999999997,,118.0,56.0,409.0,276.57142857142856,0.3080684589044781,62.714285714285715,0.07513467536149698,0.0,0,1,heavy,optimal,2,False,1,43.0,6.03,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,0.07383467536149699,4.844187086458591,1,3
2024-02-16,92.0,36.14,0.0,28.44,-92,191,21.8,13.3,0.0013,6.0,0,0,1.2707454289732771,36.443333333333335,28.44,1.350789892371621,126.0,138.0,283.0,268.14285714285717,0.3250883380738928,56.142857142857146,-0.04694092827004226,0.0,0,1,heavy,optimal,2,False,1,42.0,6.03,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.04824092827004226,4.532599493153256,1,3
2024-02-17,0.0,,0.0,28.44,0,191,24.2,1.4,0.0013,6.0,0,1,,37.03,28.44,,92.0,0.0,191.0,259.7142857142857,0.0,56.142857142857146,0.0,0.0,0,0,light,optimal,2,True,1,41.0,6.03,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,1,1
2024-02-18,0.0,,0.0,28.44,0,191,23.3,0.3,0.0013,6.0,0,1,,36.14,28.44,,0.0,0.0,191.0,251.28571428571428,0.0,56.142857142857146,0.0,0.0,0,0,light,optimal,2,True,1,40.0,6.03,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,1,1
2024-02-19,285.0,35.33,240.0,27.91,-45,146,22.7,1.4,0.0013,6.0,0,0,1.2658545324256538,35.33,28.263333333333335,,0.0,57.0,191.0,236.85714285714286,1.492146589046353,88.71428571428571,-0.022412838959601666,-0.01863572433192695,0,0,light,optimal,2,False,1,39.0,6.03,,6.0,0.0,0.01863572433192695,0.0027,,-0.0014000000000000002,-0.023712838959601665,5.655991810819852,1,1
2024-02-20,130.0,34.64,240.0,27.91,110,256,22.6,25.0,0.0013,6.0,0,0,1.2411322106771767,34.98500000000001,28.08666666666667,,285.0,0.0,146.0,238.14285714285714,0.8904109528054045,107.28571428571429,-0.019530144353240853,0.0,0,1,heavy,optimal,2,False,1,38.0,5.98,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.02083014435324085,4.875197323201151,1,3
2024-02-21,159.0,36.37,80.0,29.9,-79,177,21.8,5.1,0.0013,6.0,0,0,1.2163879598662206,35.446666666666665,28.573333333333334,0.8708807802066426,130.0,118.0,256.0,205.0,0.6210937475738526,113.14285714285714,0.04994226327944573,0.0713006091006807,1,0,moderate,optimal,2,False,1,37.0,5.98,,6.0,0.0,-0.0713006091006807,0.0027,,-0.0014000000000000002,0.04864226327944573,5.075173815233827,1,2
2024-02-22,158.0,35.85,480.0,28.18,322,499,24.4,5.0,0.0013,6.0,0,0,1.2721788502484033,35.620000000000005,28.66333333333333,0.8876373133211553,159.0,126.0,177.0,235.85714285714286,0.8926553621883878,117.71428571428571,-0.014297497937860726,-0.05752508361204012,1,0,moderate,optimal,2,False,1,36.0,5.98,,6.0,0.0,0.05752508361204012,0.0027,,-0.0014000000000000002,-0.015597497937860725,5.0689042022202315,1,2
2024-02-23,161.0,35.52,0.0,28.18,-161,338,25.0,5.9,0.0013,6.0,0,0,1.2604684173172465,35.913333333333334,28.753333333333334,0.4285246006162698,158.0,92.0,499.0,256.85714285714283,0.3226452899345786,127.57142857142857,-0.009205020920502016,0.0,1,0,moderate,optimal,2,False,1,35.0,5.98,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.010505020920502015,5.087596335232384,1,2
2024-02-24,0.0,,0.0,28.18,0,338,26.4,4.0,0.0013,6.0,0,1,,35.685,28.18,,161.0,0.0,338.0,277.85714285714283,0.0,127.57142857142857,0.0,0.0,1,0,moderate,high,2,True,1,34.0,5.98,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,2,2
2024-02-25,0.0,,0.0,28.18,0,338,27.4,0.5,0.0013,6.0,0,1,,35.52,28.18,,0.0,0.0,338.0,298.85714285714283,0.0,127.57142857142857,0.0,0.0,0,0,light,high,2,True,1,33.0,5.98,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,-0.0013,0.0,2,1
2024-02-26,134.0,35.09,280.0,28.44,146,484,27.1,0.4,0.0013,6.0,0,0,1.2338255977496484,35.09,28.266666666666666,,0.0,285.0,338.0,347.14285714285717,0.3964497029690837,106.0,-0.012105855855855885,0.009226401703335663,0,0,light,high,2,False,1,32.0,5.98,,6.0,0.0,-0.009226401703335663,0.0027,,-0.0014000000000000002,-0.013405855855855884,4.90527477843843,2,1
2024-02-27,127.0,37.71,0.0,28.44,-127,357,27.1,0.7,0.0013,6.0,0,0,1.3259493670886076,36.400000000000006,28.353333333333335,,134.0,130.0,484.0,361.57142857142856,0.2623966936727341,105.57142857142857,0.07466514676546021,0.0,0,0,light,high,2,False,1,31.0,5.98,,6.0,0.0,0.0,0.0027,,-0.0014000000000000002,0.07336514676546022,4.852030263919617,2,1
2024-02-28,189.0,34.71,200.0,27.95,11,368,28.7,0.5,0.0013,6.0,0,0,1.2418604651162792,35.83666666666667,28.276666666666667,1.633442173244383,127.0,159.0,357.0,388.85714285714283,0.5294117632229363,109.85714285714286,-0.07955449482895782,-0.017229254571026753,0,0,light,high,2,False,1,30.0,5.98,,6.0,0.0,0.017229254571026753,0.0027,,-0.0014000000000000002,-0.08085449482895782,5.247024072160486,2,1
2024-02-29,243.0,35.15,320.0,29.9,77,445,27.3,14.6,0.0013,6.0,0,0,1.1755852842809364,35.856666666666676,28.763333333333332,1.6200411517407003,189.0,158.0,368.0,381.14285714285717,0.6603260851621574,122.0,0.012676462114664222,0.06976744186046502,0,1,heavy,high,2,False,1,29.0,5.98,,6.0,0.0,-0.06976744186046502,0.0027,,-0.0014000000000000002,0.011376462114664223,5.497168225293202,2,3
2024-03-01,35.0,33.73,0.0,29.9,-35,410,25.4,7.9,0.0028,6.0,0,0,1.1280936454849497,34.53,29.25,0.7269112738154608,243.0,161.0,445.0,391.42857142857144,0.07865168521651307,104.0,-0.04039829302987208,0.0,1,0,moderate,high,3,False,1,28.0,5.98,6.04,6.0,0.0,0.0,0.0027,0.0027,9.999999999999983e-05,-0.043198293029872076,3.58351893845611,2,2
2024-03-02,20.0,41.6,0.0,29.9,-20,390,24.8,0.0,0.0028,6.0,0,0,1.3913043478260871,36.826666666666675,29.9,4.194357320655139,35.0,0.0,410.0,398.85714285714283,0.04878048768590125,106.85714285714286,0.23332345093388684,0.0,0,0,no rain,optimal,3,True,1,27.0,5.98,6.04,6.0,0.0,0.0,0.0013,0.0027,0.0015,0.23052345093388685,3.044522437723423,1,0
2024-03-03,0.0,,0.0,29.9,0,390,25.2,0.0,0.0028,5.99,0,1,,37.665000000000006,29.9,,20.0,0.0,390.0,406.2857142857143,0.0,106.85714285714286,0.0,0.0,0,0,no rain,high,3,True,1,26.0,5.98,6.04,5.996666666666667,-0.0016666666666665941,-0.0016666666666665941,0.0013,0.0027,0.0015,-0.0028,0.0,2,0
2024-03-04,200.0,34.99,200.0,27.91,0,390,26.6,0.0,0.0028,5.99,0,0,1.2536725188104623,38.29500000000001,29.236666666666665,,0.0,134.0,390.0,392.85714285714283,0.5128205115055884,116.28571428571429,-0.1588942307692307,-0.0665551839464883,0,0,no rain,high,3,False,1,25.0,5.98,6.04,5.993333333333333,0.0,0.0665551839464883,0.0013,0.0027,0.0015,-0.1616942307692307,5.303304908059076,2,0
2024-03-05,99.0,37.4,280.0,28.44,181,571,26.7,5.9,0.0028,5.99,0,0,1.3150492264416314,36.19500000000001,28.75,,200.0,127.0,390.0,423.42857142857144,0.25384615319526627,112.28571428571429,0.06887682194912825,0.01898960945897521,1,0,moderate,high,3,False,1,24.0,6.02,6.04,5.99,0.0,-0.01898960945897521,0.0013,0.0027,0.0015,0.06607682194912826,4.605170185988092,2,2
2024-03-06,196.0,34.86,280.0,28.44,84,655,25.7,1.7,0.0028,5.99,0,0,1.2257383966244726,35.75000000000001,28.263333333333335,1.4304195188824924,99.0,189.0,571.0,464.42857142857144,0.34325744248116036,113.28571428571429,-0.06791443850267376,0.0,0,0,light,high,3,False,1,23.0,6.02,6.04,5.99,0.0,0.0,0.0013,0.0027,0.0015,-0.07071443850267375,5.2832037287379885,2,1
2024-03-07,148.0,35.63,80.0,26.68,-68,587,25.0,3.0,0.0028,5.99,0,0,1.335457271364318,35.96333333333334,27.853333333333335,1.3023952293114984,196.0,243.0,655.0,484.7142857142857,0.22595419812831422,99.71428571428571,0.02208835341365467,-0.06188466947960625,1,0,moderate,optimal,3,False,1,22.0,6.02,6.05,5.99,0.0,0.06188466947960625,0.0013,0.0027,0.0015,0.01928835341365467,5.003946305945459,1,2
2024-03-08,211.0,35.42,240.0,26.95,29,616,25.6,2.0,0.0028,5.99,0,0,1.3142857142857143,35.30333333333334,27.356666666666666,0.3980368492154485,148.0,35.0,587.0,514.1428571428571,0.3594548545835522,124.85714285714286,-0.005893909626719096,0.010119940029984953,0,0,light,high,3,False,1,21.0,6.02,6.05,5.99,0.0,-0.010119940029984953,0.0013,0.0027,0.0015,-0.008693909626719096,5.356586274672012,2,1
2024-03-09,15.0,35.57,0.0,26.95,-15,601,25.0,4.9,0.0028,5.99,0,0,1.3198515769944341,35.540000000000006,26.86,0.1081665382640406,211.0,20.0,616.0,544.2857142857143,0.024350649311119077,124.14285714285714,0.0042348955392432774,0.0,1,0,moderate,optimal,3,True,1,20.0,6.02,6.05,5.99,0.0,0.0,0.0013,0.0027,0.0015,0.0014348955392432775,2.772588722239781,1,2
2024-03-10,0.0,,0.0,26.95,0,601,24.2,1.8,0.0028,5.99,0,1,,35.495000000000005,26.95,,15.0,0.0,601.0,574.4285714285714,0.0,124.14285714285714,0.0,0.0,0,0,light,optimal,3,True,1,19.0,6.02,6.05,5.99,0.0,0.0,0.0013,0.0027,0.0015,-0.0028,0.0,1,1
2024-03-11,220.0,35.91,240.0,26.92,20,621,24.7,0.0,0.0028,5.99,0,0,1.3339524517087664,35.74000000000001,26.939999999999998,,0.0,200.0,601.0,607.4285714285714,0.36605657177028855,127.0,0.009558616811920162,-0.001113172541743923,0,0,no rain,optimal,3,False,1,18.0,6.02,6.05,5.99,0.0,0.001113172541743923,0.0013,0.0027,0.0015,0.006758616811920162,5.3981627015177525,1,0
2024-03-12,165.0,35.77,280.0,27.43,115,736,24.8,0.0,0.0028,5.99,0,0,1.3040466642362378,35.84,27.099999999999998,,220.0,99.0,621.0,631.0,0.2657004826639284,136.42857142857142,-0.0038986354775826237,0.01894502228826145,0,0,no rain,optimal,3,False,1,17.0,6.0,6.05,5.99,0.0,-0.01894502228826145,0.0013,0.0027,0.0015,-0.006698635477582624,5.111987788356544,1,0
2024-03-13,213.0,36.29,0.0,27.43,-213,523,26.3,0.0,0.0028,5.99,0,0,1.3230040102078016,35.99,27.26,0.26907248094151587,165.0,196.0,736.0,612.1428571428571,0.289402173519834,138.85714285714286,0.014537321778026246,0.0,0,0,no rain,high,3,False,1,16.0,6.0,6.05,5.99,0.0,0.0,0.0013,0.0027,0.0015,0.011737321778026246,5.365976015021851,2,0
2024-03-14,173.0,36.21,280.0,27.43,107,630,27.7,0.0,0.0028,5.99,0,0,1.3200874954429458,36.09,27.43,0.28000000000003866,213.0,148.0,523.0,618.2857142857143,0.3307839381820575,142.42857142857142,-0.0022044640396803317,0.0,0,0,no rain,high,3,False,1,15.0,6.0,6.03,5.99,0.0,0.0,0.0013,0.0027,0.0015,-0.005004464039680332,5.159055299214529,2,0
2024-03-15,142.0,35.53,280.0,27.43,138,768,28.4,0.0,0.0028,5.99,0,0,1.2952971199416699,36.01,27.43,0.4176122603564468,173.0,211.0,630.0,640.0,0.22539682503905267,132.57142857142858,-0.018779342723004633,0.0,0,0,no rain,high,3,False,1,14.0,6.0,6.03,5.99,0.0,0.0,0.0013,0.0027,0.0015,-0.021579342723004633,4.962844630259907,2,0
2024-03-16,81.0,33.98,0.0,27.43,-81,687,28.4,0.0,0.0028,5.99,0,0,1.2387896463725847,35.24,27.43,1.1429348187889012,142.0,15.0,768.0,652.2857142857143,0.1054687498626709,142.0,-0.0436251055446103,0.0,0,0,no rain,high,3,True,1,13.0,6.0,6.03,5.99,0.0,0.0,0.0013,0.0027,0.0015,-0.046425105544610296,4.406719247264253,2,0
2024-03-17,0.0,,0.0,27.43,0,687,26.9,13.2,0.0028,6.01,0,1,,34.75500000000001,27.43,,81.0,0.0,687.0,664.5714285714286,0.0,142.0,0.0,0.0,0,1,heavy,high,3,True,1,12.0,6.0,6.03,5.996666666666667,0.0033388981636059967,0.0033388981636059967,0.0013,0.0027,0.0015,-0.0028,0.0,2,3
2024-03-18,191.0,35.83,280.0,27.43,89,252,26.4,4.1,0.0028,6.01,0,0,1.3062340503098797,34.905,27.43,,0.0,220.0,687.0,611.8571428571429,0.27802037805237206,137.85714285714286,0.05444379046497949,0.0,1,0,moderate,high,3,False,1,11.0,6.0,6.03,6.003333333333333,0.0,0.0,0.0013,0.0027,0.0015,0.051643790464979494,5.2574953720277815,2,2
2024-03-19,226.0,34.81,280.0,27.43,54,357,26.8,9.3,0.0028,6.01,0,0,1.269048487057966,35.32000000000001,27.43,,191.0,165.0,252.0,557.7142857142857,0.896825393266566,146.57142857142858,-0.02846776444320387,0.0,1,0,moderate,high,3,False,1,10.0,6.0,6.03,6.01,0.0,0.0,0.0013,0.0027,0.0015,-0.031267764443203866,5.424950017481403,2,2
